category,rating,label,text_
Clothing_Shoes_and_Jewelry_5,1.0,CG,"Weve been ordering these diapers for a couple years now. I normally wear a size 10 and ordered a size 10. 5. I am a 32D, and these are great."
Sports_and_Outdoors_5,5.0,CG,"I was kinda of worried that it might be too tight for my G17, but I'm not a big fan. The fit is perfect and the fit is tight. The rifle is nice and tight. It's not a large"
Clothing_Shoes_and_Jewelry_5,5.0,CG,"It's a very nice boot, and it's comfortable.  I will keep it for a few years.I bought this for my son, who lives in the North Dakota area.  He's 5'3"" and it fits perfectly.  He's going to be wearing it"
Movies_and_TV_5,4.0,OR,Good movie...no where near being the best of the franchise but still good. I was expecting more ....
Books_5,4.0,CG,I really enjoyed this series. I love the characters and the history. I would recommend this to anyone who likes historical romance. I thought this book was a great book.
Tools_and_Home_Improvement_5,5.0,CG,"Looks great, easy to install, and has the right tools. I will keep this in the tool"
Tools_and_Home_Improvement_5,5.0,OR,"Excellent pocket knife and just what I was looking for.  Sharp out of the box and is easy to open once you get the feel for it.  A little on the heavy side but it's really nice for the money.  I don't think you could go wrong, all things considered."
Clothing_Shoes_and_Jewelry_5,5.0,CG,"These are the only shoes that will work with my foot.

The only reason I ordered the other pair was that the front of the shoe is slightly too tight. The front of the shoe is a little wider than the back of the shoe"
Electronics_5,5.0,CG,"It's almost same as Zalman, but the quality is significantly better.  There is a built-in WiFi so you can connect to your computer and then connect to the internet via wifi.  If you want to use a Bluetooth device, this is the device you want to use.  I haven't used it with a laptop yet, but I'll update if I do.I got this for my grandson, and he"
Toys_and_Games_5,4.0,CG,My son can't get enough of this toy. It is a great toy for him to play with
Pet_Supplies_5,5.0,OR,"This is the best collar I have ever gotten for my sweet dog! Sturdy, attractive and washable! We both love it."
Pet_Supplies_5,5.0,OR,"Our rat terrier loves chicken and she eats the grilled chicken every evening.  I'm picky about her food because she's diabetic, but she's eaten this food for several years and seems to be doing fine on it.  It's conveniently packaged, too."
Tools_and_Home_Improvement_5,5.0,CG,Excellent purchase.  I love this tool and am very pleased with it.  I would recommend it.I bought this item to replace a defective switch in the TELUSCO 4500 that had a defective switch.  The switch was defective and the unit
Tools_and_Home_Improvement_5,4.0,OR,"Very nice desktop DVM with a really nice bright display.  Probes are superb.  Well-packaged and well-made but quite heavy, presumably due to large power transformer inside.  Printed literature is minimal;  the actual operating manual is provided in PDF form on a CD.  There is hardly any information provided on how to use the unit for more advanced purposes like integrating it into a LabVIEW system; you'll have to dig elsewhere for that.

The only negative I have on this is that my unit was shipped with a 110VAC power cord as expected but the unit itself was set to 220VAC.  Kind of funny that the certificate of calibration traces back to a Fluke product!"
Pet_Supplies_5,4.0,OR,"I was contacted by this vendor to provide a review in exchange for a discounted price.  That said,  I'm glad I purchased this toy.  My male cat especially goes crazy over it.  My female cat hasn't bothered with it as much but hasn't been feeling well in general.

Height/Size is good and rope is wound and secured tight to post.  Base is solid and stands tall when cats scratch.  As my pictures show, my male cat has long legs and body and this post height fits him fine. Assembly is easy, only requiring a philips screwdriver.  My young niece and nephew had fun assembling it for the cats who started using it immediately.  The feather is a nice tease and so far still in tact after a few days of use. My cats seem to like the course texture.  From the pictures you'll see the cat playing with it in different rooms as we moved around looking for the right spot. Placing it where he stalks helps keeps him from scratching the carpets and furniture. My cats do well when we stimulate them with toys preventing boredom. The quarter circle shape fits nicely in corners or along walls.  We already had a post  with a square base and spring with pom-pom, which I don't like as much as this post.  I've never seen my cat go for the Pom-pom but the feather gets them going!  Having more in the house is not a problem, one upstairs, one downstairs.

Two items I would like to see the vendor improve would be including felt pads underneath so it doesn't scratch my wood laminate floor (I will add some felt furniture pads underneath).  Second, increasing the post diameter at least one inch. Currently it's under three inches and a little narrow."
Home_and_Kitchen_5,5.0,CG,"I bought these drapes before I bought the pillow cases. I did not need a pillow case, but I wanted a very comfortable pillow. I also bought the pillow cases to go with my new pillow cases. They are very good quality, they are very soft and soft. I would definitely buy these again. I have a few pillows in the house and they are very comfortable."
Tools_and_Home_Improvement_5,5.0,OR,"Shop Fox D3030 16-Inch Full Ext Drawer Slide 100-Pound Capacity Side Mount, Pair Review

I bought 2 pair of the Shop Fox slides to use for a custom closet build. They were easy to install and when used in conjunction with&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Blum-Universal-Mounting-Bracket/dp/B002K9TAN2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Blum Universal Mounting Bracket</a>&nbsp;i was easily able to mount them to the base of my 1\2 plywood shelves. The super tricky part with these was to be able to get them lined up so that you don't have to move them to much. We reversed the mount so that it was under the drawer so that we could have a full width drawer in the cabinet. They slide really smooth and extend all the way with no issues. They also lock  back into place which is very nice to have.

Pro's
 100lbs capacity, they will be able to hold almost anything you can put on them
 Many different lengths, this review is for the 16 inch, but they have many sizes
 Super easy to install, just some screws and off you go

Con's
 If you using them with the bottom mount adapters we had to make our own hole for one of them, but worked out
 Can be annoying to line up and make sure they are level
 Gets your hands a little greasy if you mess with them a lot

Conclusion
For an overall project these are great. easy to work with and heavy duty. Take your time when installing them to make sure they line up and are level. Completely worth the price."
Electronics_5,4.0,CG,"Flash Recharge: A bit slow, but the quality is good. Conclusion: I'm pretty impressed. Great price, great range, and the sound is crystal clear. The earbuds are comfortable and sound good. The size is nice and compact. The sound quality is a bit muddy compared to the most expensive headphones I have tried. I've heard great bass and treble from these headphones, but it is not as good as a pair of Sony earbuds. Would I recommend these headphones?  Yes. Great sound quality, great range, and great sound quality. The sound quality is good and the quality of the earbuds is good. The sound quality is good and the sound quality is good. I would recommend these headphones to anyone who needs the best sound quality for their headphones. I bought this to replace my old Bluetooth headphones that I had that had lost connection after a few months of use. It works great and is very well made."
Kindle_Store_5,3.0,OR,It ended very abruptly. I was really enjoying the book and then it just ends. So much was left unanswered and it was just disappointing. It built to this great ending but stopped short. I would have liked there to have been something more.
Tools_and_Home_Improvement_5,5.0,CG,"I ordered a couple of these to replace the old ones I had. They work well and look great. I had to replace a couple of the old ones, so it was a nice change. It's not a large head, but it is very compact. The handle is slightly larger than the ones I had and it is very comfortable to hold. It has a very nice feel to it and I like the fact that it is adjustable. I would recommend these to anyone. I love this tool, so much so that I bought one of them. I have a drill press, and a long tool that I use a lot. This tool is very handy for removing large pieces of wood and to do wood carving. It is very quiet. It is also very easy to set up and use. It is very useful for removing screws, bolts, etc. I would recommend this tool. I recommend this tool to anyone who is looking for a portable tool that is not too bulky and does not need a lot of space."
Tools_and_Home_Improvement_5,1.0,OR,"I confess I'm an early adopter and the lure of the video for Kevo where doors open at a touch was too much to resist.

The lock is a total failure. The iPhone has to have the app open or it doesn't work, the lock locks arbitrarily, often after I use the key to get in and it locks as I'm closing it (sending the bolt into the doorframe)
When it does work the mechanism is so slow that I would never want to be trying to get into the house in a panic situation.
I have calibrated and re-calibrated,  all to no avail.
I hear Schlage's bluetooth lock is better, but I probably won't invest in that one either now.
Too bad."
Tools_and_Home_Improvement_5,5.0,OR,"Will never buy Tnuts again, fits perfect on 2020 extrusion. I only wish they included more for the price"
Clothing_Shoes_and_Jewelry_5,5.0,OR,"I just love this ankle bracelet!  It was available in the longer length that I have to have and couldn't find for a long time. It is very light and delicate and very feminine! I bought both the silver and the gold plated heart link bracelets and have worn one or the other every day since I got them! The silver bracelet has a little  solid heart dangle and the bracelet lays pretty around the ankle. Just Love them - wearing it makes me feel good!
I received the bracelet earlier than expected from the seller which I appreciated because I wanted it as soon as I saw it on line!  The silver bracelet came with it's own little silver  draw string organza bag to keep it in.  Very sweet and pretty way to keep it nice and safely stored. That extra touch over a jewelry box made it special and I found that appealing.  Really enjoying this bracelet and would be nice for gift giving !"
Tools_and_Home_Improvement_5,5.0,OR,"My wife thinks I'm stupid because I have several flashlights that have multiple modes and whenever you turn them on it is usually in the wrong mode.  Do you really think that you need a flashlight with a strobe?  I bought her this simple on off light and she loves it.  Truth be told, it does make a lot more sense than a five mode tactical light.  Came with a good battery and a charger."
Movies_and_TV_5,5.0,OR,"This is a wonderful family movie for older children and above. It is mostly about a man taking a chance and believing in himself and his vision. I loved how it showed the struggle his crew had with trusting his judgement at times, and the inner struggles each had with deciding whether or not they made the right decision to risk their lives on the venture. It doesn't have tons of action, but is a wonderful example of loyalty among friends, working together, and how humans can triumph over just about anything with planning, training, wisdom, and perseverance."
Tools_and_Home_Improvement_5,1.0,OR,"Terrible. Ugly, hard to work with and wY too long."
Sports_and_Outdoors_5,5.0,CG,"This really reduces sciatica pain, especially when you are swimming. I also love that it doesn't have to be so small. The plastic part is also very light and easy to take off and on. It is hard to get a good grip on it."
Books_5,5.0,OR,"Detective stories don't get much better than this. It felt so real I was sure I knew these people. Lots of believable, unexpected and surprising twists and turns. Looking forward to the next story."
Sports_and_Outdoors_5,4.0,CG,"Haven't used them yet, here are some pictures:

I will update this review if I find any other reviews.  The plastic parts are very clear, and the cover is very sturdy.  The material is very durable, and it seems to last a very long"
Movies_and_TV_5,3.0,CG,"i bought he man Masters of the Universe. I was a little surprised that I was not able to get the DVD to play, but it is the first time I have purchased it. It is a great movie. I will be watching it again. It was good. I love a good family movie. I did not know about the ending. I think the ending was good. I would recommend to anyone who loves a good family movie. I loved this movie. It was very funny, very touching, very uplifting. This is a must have for any fan of the movie and especially for those who are older. I can't wait to get the second season. I have been a fan of ""The Mummy"" for years and I've always loved this movie."
Toys_and_Games_5,3.0,CG,"I originally had this as a gift, and it was a hit. My son loves it and we have two.  The plastic parts are very sturdy, and the cover is very sturdy.  The blades are very durable, and the pieces can be easily bent to form a shape.  We have a few more toys to keep them in the house and on the carpet, and they will last a long time.  I think it is a great toy for a"
Home_and_Kitchen_5,1.0,CG,"I thought it would be a little more expensive, but I really love this rug! It has a nice look and the color is a nice touch"
Books_5,5.0,CG,"Beyond Glory is a wonderful book. The characters are well developed and the plot is well-developed.

I had a hard time putting this book down. It was a very moving read.I had no idea that this book would be one of the most popular books in the world.  I found it very interesting and I enjoyed the story.  It is a well written book.  I would recommend it"
Tools_and_Home_Improvement_5,5.0,CG,As Described. 5 year shelf life. The only problem is that it comes with a small screw
Clothing_Shoes_and_Jewelry_5,3.0,CG,"These are simple and cute, but the wide width makes them uncomfortable. These have a wide width. I bought this for my son, and he is very happy with the purchase. The color is beautiful and the material is very thin. He is very happy with the purchase. We have 2 pairs of these and he has worn them over and over."
Books_5,4.0,CG,Very interested to see this book in the near future. I will keep my eyes peeled for the next book.I had a lot of fun reading this book.  It was very interesting to see what had happened to the main characters.  I wish I had read it in one sitting.  I found it very interesting to see how the story progressed and how it ended.  I will read the next book in the series as well.  It was very interesting to see how the main characters were portrayed.  I would recommend this book.  I'm looking forward to reading the next book in the series.A must read for anyone who enjoys the history of the Catholic Church and the importance of faith and the importance of the Catholic faith in shaping the Christian faith. I found it very entertaining. I also found it very informative.This is a book about a teen girl who is obsessed with a girl who is not really a girl.  She is obsessed with a girl who is not really a girl.  She is obsessed with a
Kindle_Store_5,5.0,OR,"well written story and wonderful characters...lots of medical details that were beyond me, but made so much sense as dialogue between two doctors...read her another of her books, Press 2, which was great as well"
Books_5,5.0,OR,couldn't stop reading it until I finished it. can't wait for the next book. this book kept me on edge of my seat
Tools_and_Home_Improvement_5,5.0,CG,Very visible. Major personal safety issues. The only reason I did not rate this is the size of the
Sports_and_Outdoors_5,5.0,OR,"I did not buy this for hanging deer. I built a 9'x8' shelf in my garage and established it at about 4.5 feet so a car's nose could go under it, but there would still be sufficient room to store meaningful items on top of it (like snow blowers, lawn mowers, generators, etc...). The problem is getting the seasonal equipment onto the shelf. Most of it is pretty darn heavy. I initially looked into some block & tackle systems but was shocked at the prices for what I considered very modest quality. I finally settled on this as a lift system. I was about a third the cost of the cheapest block & tackle and better quality. I use the hangar part that you affix the deer legs to as the lifting hook and bolted the rest to the ceiling just a few inches out from the shelf. Using this system, I can lift by myself a 150 pound snowthrower 4.5 feet into the air and onto the shelf I made for the season once spring arrives. Bicycles, lawn mowers, BBQ, etc... works great and much more economical than the pulley systems being sold today."
Electronics_5,5.0,OR,"Tough to mount as the space is tight but once its up and tight, it doesent move.  I have a 24"" LCD TV mounted in the camper."
Movies_and_TV_5,5.0,OR,This is one of my favorite movies.  It's a cat/mouse crook game with an awesome cast.
Books_5,3.0,CG,"""The Indiscretion"" was an ok book. The characters were well developed and the plot was well written. The story was well-told. The characters were well-drawn and the story was interesting. I was sad to see the ending. I enjoyed this book. I don't know how I would recommend it to anyone but I will say that I had to wait a bit for the ending."
Books_5,5.0,CG,"?This was like seeing an old movie, with the characters being real people who have lived through the"
Home_and_Kitchen_5,5.0,CG,"You do not realize how much more you can get in a full cup of coffee!

If you are not careful,"
Tools_and_Home_Improvement_5,5.0,OR,"I've had one of these for years and I want to get at least one more.  I haven't been able to find them in home improvement stores lately.  You can mount this clamp anywhere on your work bench by simply drilling a hole for the supplied round headed bolt and then countersinking for the bolt head.  When the clamp is not in use the bolt will then drop flush with the work surface.  There's no open hole in the work bench like for a hold fast.  When you want to use it you simply reach under the work surface, push up on the bolt, slide the clamp onto the bolt head and clamp down your piece.  And you can make additional bolts to mount the same clamp at different places simply by rounding the hex head on an ordinary bolt using a grinder.  It's very handy for planing, sanding or any other reason you may want to clamp a piece down away from the edge of your bench.  And if you know the brand you know their tools are well made - American made by the way."
Clothing_Shoes_and_Jewelry_5,3.0,OR,"Was hoping these shoes would last a little longer based on the price, but they were garbage a couple of months after wearing them."
Toys_and_Games_5,5.0,CG,Absolutely the best toy so far. The pieces are sturdy and the quality is great.Very nice.I bought this for my son for Christmas and he absolutely loves it. The only thing that
Home_and_Kitchen_5,1.0,CG,"This review is for a specific set of pieces, which I will not be buying again.  The other two pieces are for the most part interchangeable, but if you are a fan of metal, this is a great piece.  The only reason I gave it 4 stars instead of 5 is because it is so heavy, the frame is a bit over-sized, and the hinges are rather poor.  This is not a big deal for me, but it is a very small piece of furniture.  I would recommend this item.Perfect for my espresso maker.  Works great.These are super cute and the colors are great.  I love the way they are made.  I bought these for my son to use to keep them in his room for his mom's bathroom.  He loves them!  I have used them for a while now and they look very good.  They are very well made and have a great design.  I would definitely recommend these for anyone who loves to make espresso and has a lot of time to get started.  I have tried everything from instant coffee to espresso makers, and these are the best.  They are not heavy duty, but they are sturdy and have good construction.  I would definitely buy again.  Great purchase!We bought this as a gift for my son and his friends.  He loves it!  It fits perfectly in his closet and"
Pet_Supplies_5,5.0,OR,"I can only say, from Eg's point of view, it's pretty darned fine and dandy, and she keeps returning to it."
Toys_and_Games_5,3.0,OR,"My boys are huge Lego builders, but I thought they would enjoy this especially with the motor. My 12.5 year-old said that the directions were very complex yet not detailed enough. As a result, he didn't finish building it. He has built crazy complex Lego sets -- but the instructions there allow even someone like me to have a successful build. My son said the difference is that you had to figure out the orientation of the illustration and then which pieces went where. I'm hoping they will complete the project, but I'm not overly optimistic at this time."
Movies_and_TV_5,5.0,CG,"THE HILDEGARDE WITHERS MOVIES  (C)

""THE HILDEGARDE WITHERS MOVIES  (C)

""THE HILDEGARDE WITHERS MOVIES  (C)

""THE HILDEGARDE"
Home_and_Kitchen_5,5.0,OR,I received the canning jars in good shape.  They were well packaged with a lot of bubble wrap on the case.  No broken glass.
Movies_and_TV_5,5.0,OR,My wife asked me to order this for her and she loves it. I played the DVD through our home theater system and she enjoyed the music and the workout. I guess I will have to try it next.
Electronics_5,5.0,CG,"Great product, price and packaging.  I love the materials.  The zipper is a little loose"
Kindle_Store_5,5.0,CG,This book was definitely different from what I thought it would be.  There were a few typos and mistakes but the story kept going. 
Home_and_Kitchen_5,4.0,CG,"I bought this snack tray for my daughter. It is very sturdy and looks great in our kitchen. I bought this for a friend, and she is a very tall woman. She is very happy with it. It is very large, and it is very comfortable to hold. The handle is very strong. I have to say it is a very comfortable pillow. I think it is great quality for the price."
Home_and_Kitchen_5,5.0,OR,"I am so pleased with the ODOR Absorbed Activated Charcoal NATURAL Deodorizer Bag by UBERPAKK. In the past the only option I thought I had was placing one of those charcoal tubs in my bathroom or closet which works pretty well but doesn't look nice at all. This will eliminate the odors and yet be non-imposing on my decor or be forgotten in my closet.

I put one of these right smack dab on the top of the tank of my toilet of my guest bathroom which is only used when we have guests. It goes great in there and also looks very decorative. (So much better than having the charcoal tub sitting on the floor). I put the other one in a guest room closet. I really hate going in one of my rooms, opening up a closet and it smelling musty. Now, it never will. I hung it on a hanger and it can be seen by anyone who hangs their clothes in there. It just looks nice. The muted green goes with any room in my house so I am certain that I will be ordering more before too long.

I was fortunate to receive this product at a discount in exchange for my HONEST & UNBIASED opinion. I ALWAYS pretest every product prior to writing a review. I am free to write whatever I believe to be true, whether positive or negative. This is my true story and my honest opinion."
Pet_Supplies_5,5.0,CG,This was the perfect gate for my 55 pound Lab. He is a small lab and this one is perfect. The only thing I wish was a bit bigger was a bit taller.I have used this product for about a year now.  I have a very active dog and had no issues with a chemical smell or anything
Sports_and_Outdoors_5,5.0,OR,Was exactly how it was described. Will be ordering again.
Home_and_Kitchen_5,5.0,OR,Mirrors arrived in perfect condition. The beveled edge is a nice touch. Will look perfect for under my centerpieces at my wedding.
Books_5,5.0,CG,Well written account of the time of the invasion and occupation of Japan by Japanese soldiers. The author is an interesting historical figure. I also like the fact that the author mentions his family history and personal experiences. I think it was a very interesting and interesting story. I received a free copy of this book from NetGalley in exchange for an honest review. I love reading about the lives of the young women who were on the train with a group of young men.
Books_5,3.0,CG,The book has a lot of interesting and thought-provoking insights into how the mind works and how it works in the present. The book also includes a lot of interesting information on other topics that are well covered in the book. I enjoyed this book. I found it interesting and full of great ideas. I liked the characters and the story line. I liked the story line and the setting. I liked the characters and the setting. I liked the author and the author's style. I liked the author's style. I liked the author's style. I liked the author's style. I liked the author's style. I liked the author's style. I liked the author's style.
Tools_and_Home_Improvement_5,4.0,OR,"Perfect for my needs. Love the ease of installation.  Read the directions for tips a
On speedy install."
Pet_Supplies_5,5.0,CG,"I did purchase elsewhere due to the large size and it was a little difficult to get the pet to take it off the leash. The leash is very light and easy to take off and on. The material is very durable and I would recommend it for dogs with heavy hands.Great for the price.  I have a German Shepherd and a medium-size dog.  I like the size for my dogs, but I like the fact that they don't have a leash on their body.  I also like that the harness is adjustable, so they can't pull or jump out of the harness.  I like that the material is soft, not too soft.  It is also made of tough plastic and the dog doesn't seem to mind wearing it.  It's also a good quality dog collar.  I have a very tough chew toy and this is my second one.  It was very well made and was easy to put together.  I would recommend this for a dog who has a lot of loose hair or loose skin.  I would definitely recommend it to anyone who has a large dog.

One thing that I would like to note is that the description for this collar is very misleading.  There are a few things I can tell you about the collar, but I will be giving it a 5.  The description says that it is ""Upper-collar, upper-collar, lower-collar, dog"
Home_and_Kitchen_5,5.0,OR,It was a gift for my daughter and she said it really works well.
Kindle_Store_5,5.0,OR,"All I can say is wow!  This one was such an exciting read with many unexpected twists & turns.  When Sydlynn reached her breaking point & released everyone she's ever cared about I was in shock but could definitely understand why she did it!  I cannot wait for The Gateway to come out in September, it's going to be so exciting to see what becomes of Syd now!  Well done Patti Larsen!"
Pet_Supplies_5,5.0,CG,I have a 5 gallon tank and the water is just too cold. This is the only one I will buy. The plastic part is also very light and easy to wash. I have used this product for about a year now.
Clothing_Shoes_and_Jewelry_5,5.0,OR,"Seems like it's getting harder to find shirts outside the ""standard"" colors, but I happen to like them. This particular shirt is just gorgeous. The pinstriping is subtle, but attractive. The fit is spot on. After trying out this shirt, it was a no-brainer to go back and order it in a second color."
Sports_and_Outdoors_5,2.0,CG,"2nd time on the lake, it was a long ride.  I didn't have to worry about the water leaking.  I am a 32"
Home_and_Kitchen_5,5.0,CG,Great can opener that looks nice on the countertop. I will keep my opener in the drawer.
Home_and_Kitchen_5,3.0,OR,"These heavy duty, kitchen scissors have many functions but if you have arthritis in your fingers the handles are a wee bit too tight. And, I was surprised that the scissors aren't quite sharp enough. The scissors come with a magnetic sheath which I attach to the side of my refrigerator. However, the magnet isn't quite strong enough & when I put the scissors in, everything slides down a little bit then stops. Because the magnet isn't strong enough, it works better on the side of the fridge rather than on the door where opening/closing the door constantly jars it. **The scissors have many functions:
They come apart & can be used separately for slicing. At the top of one handle is a bottle opener. The top of the other handle can be used as a screw driver. With the blades joined you can open jar lids or crack nuts between the handles. One blade doubles as a vegetable peeler. The other blade's serrated edge can be used to scale fish."
Toys_and_Games_5,5.0,OR,We bought this for my three year old son.  He enjoys playing with it.  It feels more solidly constructed than I expected.  I have no complaints with this toy.
Home_and_Kitchen_5,5.0,CG,I purchased this blanket to go with my summer coat. I will be purchasing a second one for my other two summer coats. I am very happy with the purchase. This is a great fan. It is quiet and does not have a vacuum. I have had this fan for almost 3 months and it is working just fine. I also have had the fan for several years and it still works great. It does not have a fan noise and it does not have a vacuum.
Pet_Supplies_5,5.0,CG,"We have a sphynx who is an aggressive chewer. He will chew on her entire body and chase after anything. The bedding is also very soft and plush. I would definitely recommend this product to anyone who has a chewer. This is a great product. The reviews said it was a great product, but it's not."
Pet_Supplies_5,5.0,CG,It's the right size for my puppy and she loves it too. I have a large one. I bought this for a friend who has a small dog and it was great. We had a small dog and it worked fine.
Kindle_Store_5,4.0,CG,Strike Out is the first book in the series and it is a nice continuation of the series. The story follows the crew of the ship as they get to know one another. I enjoyed this book and look forward to reading more in the series. This is a good story. The characters are well developed. The story is well written and the story is very well told. The ending is satisfying and I would recommend it. I really enjoyed this book. I like that the author has her own style of writing. It's not hard to read. I'm not sure how she got the ending but it was really good. I really liked the characters. I can't wait to read the next book. I have read this author before and she is not my favorite.
Kindle_Store_5,2.0,OR,"This was a poor effort to an alien invasion tale.  The dialogue of all characters is identical with absolutely no unique distinction.  Altogether foolish prepper tropes, no real world experience applied.  Generals expressing concern over whether elite special forces units will be comfortable living rough....Oh!/Bugger!

I have placed this author on my do not read list.  Never again."
Home_and_Kitchen_5,5.0,OR,It's hard to describe the feeling I get every time i use this thing.  Make Salsa and guacamole with your favorite veggies in mere seconds.
Sports_and_Outdoors_5,5.0,CG,"I didn't have a single issue with the shipping.  I will update my review if I find a difference.I had a friend who was a lifetime member of the Marine Corps and wanted to go to a military camp in the Midwest. He had some issues with his back and had to return it.  He was able to return it within 24 hours and it was a great deal.  I was able to order it and receive it within two days.  It's very comfortable to wear and very comfortable to wear.  The sleeve is very comfortable and comfortable to wear.  I'm sure it will last a long time.  The zipper is very soft and it makes it easy to pull on and off and to change the colors.  It's a very nice design for a camping vest.  It's light weight and very comfortable.  I'd buy this again.Works great on my Trek SR11.  Easy to adjust and adjust to fit my bike.  I am very happy with this purchase.I have been using this product for about 4 months now and it seems to be working great. It is a little heavier than I was hoping for and I can't be sure it will last. I would recommend this product.I like this little thing. It fits my EDC, and is easy to adjust. It is well made and it works well. It comes with a cap and is a bit smaller than I had hoped. I also liked the way it looks and feels. It is easy to remove and adjust to fit a large person. I would not recommend this product to anyone.I have been using these for a year and a half now and they are a bit stiff"
Pet_Supplies_5,5.0,CG,"For this price, it's a nice size and the materials are good.  My only complaint is the extra large clamps.  I wish they were made of plastic, but it's not that big of a deal.  The clamps are also very thin and don't stay on for long enough to hold the dog's attention.  I'd be more inclined to buy the larger size.  My dogs love them and they're pretty strong.  I'd definitely buy again.  Overall, a very nice quality product.My dog absolutely loves this toy.  She loves to chase it and it makes her scratch.  She doesn't have a problem with scratching herself.  It is very soft and she's got a huge mouth.  She's only 9 months"
Kindle_Store_5,3.0,CG,I received a ARC Copy of this book in exchange for an honest review. This was a great read. I had a lot of fun with the characters and the storyline. This was a good book to read in a short time. This was a very good story. The characters were well developed.
Books_5,5.0,CG,This is not a travelogue. The author describes a few moments from her travels in order to share a few stories. The reader will also enjoy the descriptions of the environments of the cities and the people living there. The book was enjoyable. I enjoyed reading it.
Clothing_Shoes_and_Jewelry_5,5.0,CG,I bought these for my daughter. She loves them. I will keep them for the baby and we will be buying more! I am a 32
Home_and_Kitchen_5,4.0,OR,"I like it but it's too big for most garbage bags. I have to use an oversized bag for a liner. As in other reviews, it came dented. How can the company keep shipping these without putting them in a decent box?"
Tools_and_Home_Improvement_5,5.0,CG,"Great functionality with the flip switch. The only problem is that it's not really a switch, but"
Pet_Supplies_5,3.0,OR,"My dog has arthritis and Cushing disease, so she takes several medications three times each day.  Pill pocket flavor matters big time here, making the difference between her swallowing meds eagerly versus engaging in repeated  wrestling matches to gag the same pills down her.  My dog occasionally will eat the chicken flavor -- for one pill only.  She spits subsequent doses out right away -- or she picks at the pocket but leaves the pill behind, which puts us back to the wrestling routine.  I have much more consistent success with getting her to swallow meds eagerly if I consistently use the pea/duck flavor Pill Pockets.  Personally, I think those smell like rotten who knows what, but she loves the pea/duck flavor, and that's what matters.  It's a no brainer at my house; I've learned to put the pea/duck version on rotating order and hold my nose."
Movies_and_TV_5,5.0,CG,What can I say about this movie?  It is a great movie that is about a couple of people who have had a lot of fun and then have
Sports_and_Outdoors_5,5.0,OR,Almost bought a Yeti but then found out that Pelican made a US cooler. Super solid almost tactical build. But the coolest part about it which I discovered later is that standard steam table pans fit perfectly in the cooler. I use a 1/3 X 6'' deep pan to keep meat and cheese out of the ice. The lip of the pan rests in a groove near the top of the cooler and keeps the pan above the ice. It slides easily side to side to access below it without removing the pan. Very slick. 1/2 pans would work well too. The pans come in 2'' 4'' & 6'' depths. I have the 35qt. But the pans should work in the 45 & 65qt. since they all seem to have the same dimension from front to rear. See my user photo. Note the weight of this cooler. It is not a trivia item. I'm glad I got the '' small one''. It is bigger than it looks in the photos.
Kindle_Store_5,3.0,CG,"After the Blue sisters find out what the brothers have planned for their first time together, they find out that they have had a lot of fun together and have a great time.  This is a very well written story.  I would recommend it.This was an excellent read. The characters were well developed and the story flowed nicely. I can't wait to see what happens next. I received a free copy of this book from the author.I enjoyed this book. I love how the heroine is able to take care of her family, and how she is able to put herself in a position to make it work. I really enjoyed the characters. I can't wait to read the next book.I have read this author before and she is not my favorite.  I found it a bit hard to believe that she would write this book for me.  I will be reading the next one.  I have not read the previous"
Clothing_Shoes_and_Jewelry_5,5.0,CG,"I was pleasantly surprised with this dress, the material is thick and it is very comfortable."
Kindle_Store_5,5.0,CG,"This was a fun and quick read, with lots of action and suspense. The characters were well developed and well developed. The story was well told and the flow of the story was good.The author had me on the edge of my seat. I love her characters and the way the book flowed. I loved how the heroine was able to keep me up late to finish the book"
Kindle_Store_5,5.0,CG,"Playing Dirty is in a small town and the town is filled with people who have suffered through horrible tragedies.  The town is filled with people who have experienced violence, violence, and other bad things.  It is a good read, and one I would recommend to anyone.

I received a free copy of this book from the author in exchange for an honest review.This is a good book for a quick read.  I love the characters and the story line.  The characters are very well developed and the"
Books_5,5.0,OR,"I'm not a critic, but I really enjoyed this book. Also liked ""A Time to Kill"" which introduced the characters in this story. You could read this as a stand alone, but I would read A Time to Kill first to get to know some of the characters."
Electronics_5,4.0,OR,"It works as advertised, so far (about 3 months) no problem.  I cover the screen while driving because it can be a distraction.  Once set, the camera comes on and records without any operator input, set and forget."
Pet_Supplies_5,5.0,CG,"I loved it so much that I bought the second one for my puppy! He loves it and we have two.  The first one is perfect for him and the second one is perfect for him.  It's a good size for him and it's very sturdy.  The second one is a bit smaller for him and it's a bit heavier for me.  It's also a bit bigger for my puppy and it's not strong.  I like that it's not too heavy for him to get on and off, but he does,"
Electronics_5,5.0,CG,Seems to do its job.  I have an iPod touch 2nd gen that is about as powerful as a pair of ear buds.  I have used the TRS-80 and it
Sports_and_Outdoors_5,2.0,CG,"The bag broke after three days of use.  The bag is very light weight and does not slide around.  The bag is a solid and sturdy box with a sturdy, strong zipper that snaps onto the side of the"
